reg_number,family,subfamily,tribus,genus,subgenus,species,subspecies,sex ,identifier,id_date,remarks
1276981,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/01,
1276982,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/01,
1276983,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/01,
1276984,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/01,
1276985,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/01,
1276986,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/01,
1276987,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/01,
1276988,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/01,
1276989,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/01,
1276990,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/01,
1276991,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/01,
1276992,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/01,
1276993,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/04/01,
1276994,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/01,
1276995,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/01,
1276996,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/01,
1276997,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/01,
1276998,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/01,
1276999,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/01,
1277000,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/01,
1277001,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277002,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/04/02,
1277003,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277004,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277005,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/04/02,
1277006,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277007,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277008,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277009,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277010,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277011,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277012,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277013,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,F,"Moonen, J.J.M.",2016/04/02,
1277014,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277015,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277016,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277017,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277018,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277019,Papilionidae,Papilioninae,Leptocircini,Lamproptera,,meges,meges,M,"Moonen, J.J.M.",2016/04/02,
1277020,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/02,
1277021,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277022,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277023,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277024,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277025,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277026,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277027,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277028,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,remarkably few submarginale red edge spots cf. 1277032!
1277029,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277030,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277031,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277032,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277033,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,F,"Moonen, J.J.M.",2016/04/02,
1277034,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277035,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277036,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277037,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277038,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277039,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277040,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277041,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/02,
1277042,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277043,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277044,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277045,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277046,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277047,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277048,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277049,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277050,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277051,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277052,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277053,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,F,"Moonen, J.J.M.",2016/04/02,
1277054,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277055,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277056,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277057,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277058,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277059,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277060,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277061,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277062,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277063,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277064,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277065,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277066,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277067,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277068,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277069,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277070,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277071,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277072,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277073,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277074,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277075,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,F,"Moonen, J.J.M.",2016/04/02,
1277076,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277077,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277078,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277079,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/02,
1277080,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277081,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,F,"Moonen, J.J.M.",2016/04/02,
1277082,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277083,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/02,
1277084,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277085,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277086,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277087,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277088,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/02,
1277089,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277090,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/02,
1277091,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277092,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277093,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277094,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/02,
1277095,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277096,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,F,"Moonen, J.J.M.",2016/04/02,
1277097,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277098,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/02,
1277099,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/02,
1277100,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/02,
1277101,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/04,
1277102,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/04,
1277103,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277104,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277105,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277106,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/04/04,
1277107,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/04,
1277108,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/04,
1277109,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/04,
1277110,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277111,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277112,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277113,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/04,
1277114,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/04,
1277115,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/04,
1277116,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,F,"Moonen, J.J.M.",2016/04/04,
1277117,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,F,"Moonen, J.J.M.",2016/04/04,
1277118,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/04,
1277119,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/04,
1277120,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/04,
1277121,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/04,
1277122,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/04,
1277123,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/04,
1277124,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/04,
1277125,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277126,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277127,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/05,
1277128,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277129,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,bathycles ,bathycles,M,"Moonen, J.J.M.",2016/04/05,
1277130,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/05,
1277131,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277132,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/05,
1277133,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277134,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,F,"Moonen, J.J.M.",2016/04/05,
1277135,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277136,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277137,Papilionidae,Papilioninae,Leptocircini,Graphium,Pathysa,macareus,macareus,M,"Moonen, J.J.M.",2016/04/05,
1277138,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277139,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/04/05,
1277140,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/04/05,
1277141,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/05,
1277142,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/04/05,
1277143,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/05,
1277144,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277145,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277146,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277147,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,bathycles ,bathycles,M,"Moonen, J.J.M.",2016/04/05,
1277148,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/04/05,
1277149,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/05,
1277150,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/05,
1277151,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/05,
1277152,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,F,"Moonen, J.J.M.",2016/04/05,
1277153,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,F,"Moonen, J.J.M.",2016/04/05,
1277154,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/05,
1277155,Papilionidae,Papilioninae,Troidini,Troides,Troides,helena,helena,M,"Moonen, J.J.M.",2016/04/05,
1277156,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,F,"Moonen, J.J.M.",2016/04/05,male like form
1277157,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,karna,karna,M,"Moonen, J.J.M.",2016/04/05,
1277158,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277159,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,F,"Moonen, J.J.M.",2016/04/05,
1277160,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/05,
1277161,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277162,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277163,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/04/05,
1277164,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277165,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277166,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277167,Papilionidae,Papilioninae,Papilionini,Papilio,Achillides,paris,gedeensis,M,"Moonen, J.J.M.",2016/04/05,
1277168,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277169,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/04/05,
1277170,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277171,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277172,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,F,"Moonen, J.J.M.",2016/04/05,
1277173,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277174,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277175,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277176,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277177,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277178,Papilionidae,Papilioninae,Leptocircini,Graphium,Pathysa,macareus,macareus,M,"Moonen, J.J.M.",2016/04/05,
1277179,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,helenus ,enganius,M,"Moonen, J.J.M.",2016/04/05,
1277180,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/05,
1277181,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277182,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,eurypylus,daton,M,"Moonen, J.J.M.",2016/04/05,
1277183,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,M,"Moonen, J.J.M.",2016/04/05,
1277184,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/05,
1277185,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,adonarensis,lycianus,M,"Moonen, J.J.M.",2016/04/05,
1277186,Papilionidae,Papilioninae,Troidini,Atrophaneura,Losaria,coon,coon,M,"Moonen, J.J.M.",2016/04/05,
1277187,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,polytes,javanus,F,"Moonen, J.J.M.",2016/04/05,
1277188,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,memnon,memnon,M,"Moonen, J.J.M.",2016/04/05,
